gene	cluster	silhouette	mean_log2_expression	log2_range	correlation_to_centroid	z_S1	z_S2	z_S3	z_S4	z_S5	z_S6	z_S7	z_S8	z_S9	log2_S1	log2_S2	log2_S3	log2_S4	log2_S5	log2_S6	log2_S7	log2_S8	log2_S9
G115	0	0.5407	10.3343	0.8473	0.9326	-1.0015	-1.0361	-1.9072	0.6379	0.9303	-0.0171	1.0237	0.5691	0.8009	10.0448	10.0348	9.7830	10.5187	10.6032	10.3294	10.6303	10.4988	10.5658
G116	3	0.5468	11.8441	0.5108	0.9469	1.6459	1.2302	1.1681	-0.3023	-1.3253	-0.6478	-0.8407	-0.3985	-0.5296	12.1270	12.0556	12.0449	11.7921	11.6162	11.7327	11.6995	11.7756	11.7530
G117	3	0.6023	13.3144	1.5641	0.9899	1.4522	1.4644	1.3168	-0.8257	-0.6878	-0.6871	-0.6779	-0.6125	-0.7424	14.3062	14.3145	14.2138	12.7504	12.8446	12.8451	12.8514	12.8961	12.8073
G118	3	0.4865	10.7045	1.3506	0.9374	1.4795	1.1810	1.1814	-1.6946	-0.6006	-0.2039	-0.5133	-0.1511	-0.6785	11.3340	11.2070	11.2071	9.9834	10.4489	10.6177	10.4861	10.6402	10.4158
G119	2	0.1228	10.8368	0.2798	0.5593	0.3477	0.3457	-1.0650	-1.6106	-0.7428	1.1155	0.3236	-0.4303	1.7163	10.8661	10.8659	10.7472	10.7014	10.7743	10.9306	10.8640	10.8006	10.9812
G120	0	0.5822	9.2116	1.1010	0.9847	-1.8595	-0.9357	-1.2904	0.7059	0.5917	0.7026	0.6378	0.4036	1.0439	8.5065	8.8568	8.7223	9.4793	9.4360	9.4781	9.4535	9.3647	9.6075
G121	3	0.5243	11.3559	0.7408	0.9393	1.2231	1.4909	1.3262	-0.6735	-1.2030	-0.5235	-0.0483	-0.9932	-0.5988	11.6922	11.7659	11.7206	11.1707	11.0251	11.2119	11.3426	11.0827	11.1912
G122	0	0.4698	10.7922	0.4597	0.8528	-1.1050	-1.1670	-1.4068	-0.0354	0.2390	1.3422	-0.1130	1.2701	0.9758	10.6074	10.5971	10.5570	10.7863	10.8322	11.0166	10.7733	11.0046	10.9554
G123	2	-0.1827	9.8139	1.2243	0.8378	0.9754	1.0779	0.9720	-2.2403	-0.5376	-0.4674	-0.0391	0.5657	-0.3066	10.1737	10.2116	10.1725	8.9873	9.6155	9.6414	9.7994	10.0226	9.7007
G124	3	0.4254	13.2768	1.3652	0.9050	1.4999	1.0976	1.1192	-1.8800	-0.4198	-0.4332	-0.2577	-0.1829	-0.5431	13.8826	13.7201	13.7288	12.5174	13.1072	13.1018	13.1726	13.2029	13.0574
G125	3	0.3348	10.0125	0.5317	0.7382	1.6197	1.0834	0.5377	-0.0709	0.5368	-0.4497	-1.1064	-1.7392	-0.4114	10.2689	10.1840	10.0976	10.0013	10.0975	9.9413	9.8374	9.7372	9.9474
G126	2	0.0111	9.1624	0.2825	0.1579	-0.6333	1.9592	-0.5140	0.2959	-0.9345	-1.0632	-0.8855	1.0377	0.7376	9.1032	9.3455	9.1143	9.1900	9.0750	9.0630	9.0796	9.2594	9.2313
G127	3	0.4631	9.8804	0.6660	0.9257	1.3977	1.1345	1.2506	-1.3449	-1.2109	-0.4012	-0.0513	0.0908	-0.8654	10.2198	10.1559	10.1841	9.5539	9.5864	9.7830	9.8680	9.9025	9.6703
G128	3	0.5488	9.9695	0.7112	0.9649	1.6866	0.9362	1.3446	-1.1884	-0.3482	-0.6922	-0.4363	-0.1927	-1.1095	10.3868	10.2011	10.3022	9.6756	9.8834	9.7983	9.8616	9.9219	9.6951
G129	3	0.5932	16.1084	1.1251	0.9887	1.5366	1.3934	1.1658	-1.0963	-0.6441	-0.3242	-0.5617	-0.4021	-1.0674	16.7650	16.7039	16.6066	15.6399	15.8331	15.9699	15.8684	15.9366	15.6523
G130	3	0.4670	10.5787	0.3547	0.9057	1.2687	1.2849	1.2578	-1.0401	-0.6853	-0.6868	0.5273	-0.9709	-0.9557	10.7722	10.7747	10.7706	10.4200	10.4741	10.4739	10.6591	10.4305	10.4329
G131	3	0.5894	13.8398	0.9633	0.9862	1.6624	1.2922	1.1374	-0.9182	-0.8657	-0.3189	-0.8428	-0.2482	-0.8982	14.4603	14.3221	14.2643	13.4970	13.5166	13.7207	13.5252	13.7471	13.5045
G132	3	0.4841	14.1351	1.2445	0.9300	1.9315	1.1681	0.7283	-1.3935	-0.2211	-0.7128	-0.2726	-0.4598	-0.7681	14.8581	14.5723	14.4077	13.6136	14.0524	13.8684	14.0331	13.9630	13.8476
G133	3	0.6024	14.1884	1.0188	0.9851	1.4642	1.4241	1.2417	-0.9109	-0.3961	-0.3960	-0.5333	-0.7660	-1.1277	14.7639	14.7482	14.6765	13.8303	14.0327	14.0327	13.9788	13.8873	13.7451
G134	3	0.5611	10.2771	0.4617	0.9659	1.6002	1.4172	0.9852	-1.2234	-0.3804	-0.1202	-0.8772	-0.5376	-0.8637	10.5388	10.5088	10.4382	10.0771	10.2149	10.2575	10.1337	10.1892	10.1359
G135	3	0.4747	10.3076	0.6789	0.8980	1.7219	0.6778	1.4618	-1.0194	-0.1152	-0.9495	-0.4654	-1.1074	-0.2047	10.7208	10.4703	10.6584	10.0630	10.2800	10.0798	10.1960	10.0419	10.2585
G136	3	0.3363	9.4778	0.8391	0.8513	1.2395	1.2830	0.9579	-1.8504	-0.7637	-0.5459	-0.0673	0.4017	-0.6548	9.8098	9.8214	9.7344	8.9823	9.2733	9.3317	9.4598	9.5854	9.3025
G137	3	0.5505	13.6412	0.7926	0.9536	1.4795	1.3986	1.2779	-0.5129	-0.8562	-1.0901	-0.3897	-0.7788	-0.5283	14.0975	14.0726	14.0353	13.4830	13.3771	13.3050	13.5210	13.4010	13.4782
G138	2	-0.2121	13.9268	0.8617	0.8092	1.3565	0.9918	0.6225	-2.2578	-0.4044	-0.0959	0.2427	0.1940	-0.6493	14.2502	14.1632	14.0752	13.3885	13.8304	13.9039	13.9846	13.9730	13.7720
G139	3	0.4620	12.9392	0.2725	0.8509	1.3701	0.6003	1.3836	-0.3235	-1.4137	0.6162	-0.3101	-0.5030	-1.4199	13.0724	12.9976	13.0737	12.9078	12.8018	12.9991	12.9091	12.8903	12.8012
G140	3	0.5555	10.4204	0.9519	0.9662	1.8665	1.2732	0.7719	-1.0019	-0.7326	-0.2136	-0.4655	-0.3164	-1.1817	11.0033	10.8180	10.6615	10.1075	10.1916	10.3537	10.2750	10.3216	10.0514
G141	0	0.4980	7.5616	0.9631	0.8995	-0.5838	-1.5764	-1.8021	0.6245	0.8856	0.6949	0.9121	0.2227	0.6226	7.3544	7.0022	6.9222	7.7832	7.8759	7.8082	7.8853	7.6406	7.7825
G142	3	0.5137	10.0778	2.0427	0.9054	1.3391	1.4068	1.2028	-0.3139	-0.1795	-0.3353	-1.0912	-1.3947	-0.6341	11.0542	11.1036	10.9549	9.8490	9.9469	9.8334	9.2822	9.0609	9.6155
G143	3	0.5723	7.5911	2.8255	0.9573	1.7688	1.3908	0.9000	-0.5609	-0.6016	-0.2949	-1.0774	-0.9039	-0.6208	9.3470	8.9718	8.4845	7.0342	6.9938	7.2983	6.5215	6.6937	6.9747
G144	1	0.1467	10.6498	0.3231	0.8602	0.0819	0.5793	0.1482	0.6467	0.8416	1.5690	-1.3183	-1.4512	-1.0971	10.6585	10.7118	10.6656	10.7190	10.7398	10.8176	10.5087	10.4945	10.5324
G145	3	0.5922	14.6733	1.7873	0.9836	1.5171	1.4729	1.1995	-0.9029	-0.4203	-0.7666	-0.6849	-0.5649	-0.8500	15.7938	15.7611	15.5592	14.0065	14.3629	14.1072	14.1675	14.2561	14.0456
G146	2	0.2596	11.4703	0.4980	0.8935	-0.1686	0.7304	-0.1261	-1.9497	-1.2335	-0.2278	0.7568	1.0257	1.1928	11.4436	11.5861	11.4503	11.1614	11.2749	11.4342	11.5902	11.6329	11.6593
G147	3	0.5761	12.6823	0.9462	0.9840	1.4466	1.4154	1.2942	-1.1292	-0.7218	-0.6276	-0.3318	-0.5636	-0.7821	13.2137	13.2023	13.1577	12.2675	12.4172	12.4518	12.5605	12.4753	12.3951
G148	2	-0.1794	13.2714	1.2462	0.7680	1.4258	1.1208	0.4377	-1.7338	-0.0515	-1.4474	0.5565	0.0171	-0.3253	13.8338	13.7135	13.4440	12.5876	13.2511	12.7005	13.4909	13.2782	13.1431
G149	3	0.3543	10.2194	0.9756	0.8585	1.2928	0.7385	1.4719	-1.9203	-0.5325	-0.5435	-0.0637	0.1307	-0.5738	10.5912	10.4317	10.6427	9.6671	10.0662	10.0630	10.2010	10.2569	10.0543
G150	3	0.2820	12.3485	0.2762	0.6416	1.5313	0.1739	0.7893	0.9000	-1.7458	0.2723	-0.5150	-0.0641	-1.3419	12.4776	12.3632	12.4150	12.4244	12.2014	12.3715	12.3051	12.3431	12.2354
G151	3	0.4424	7.8684	0.9910	0.8387	1.8861	0.9859	0.5981	-0.7336	-0.4801	0.0438	-1.7900	-0.1918	-0.3185	8.3769	8.1342	8.0296	7.6706	7.7390	7.8802	7.3858	7.8167	7.7825
G152	0	0.5586	11.5240	1.1246	0.9580	-1.3819	-1.1931	-1.3592	0.1225	0.4509	0.1267	0.9801	0.9217	1.3323	10.9514	11.0296	10.9608	11.5747	11.7108	11.5765	11.9300	11.9058	12.0760
G153	1	-0.0933	10.1372	0.3027	0.1487	1.8061	-0.9226	-0.2345	-0.0975	0.1133	0.8193	0.8184	-0.5118	-1.7907	10.2892	10.0596	10.1175	10.1290	10.1467	10.2062	10.2061	10.0941	9.9865
G154	0	0.4248	14.0220	0.7787	0.8441	-1.0307	-1.3381	-1.0636	-0.4269	-0.1208	0.4298	0.7456	1.1327	1.6720	13.7553	13.6758	13.7468	13.9115	13.9907	14.1332	14.2149	14.3150	14.4545
G155	3	0.5389	13.8956	0.8245	0.9667	1.4920	1.3441	1.1961	-1.4417	-0.5374	-0.5309	-0.3063	-0.4431	-0.7728	14.3149	14.2733	14.2317	13.4904	13.7445	13.7464	13.8095	13.7710	13.6784
G156	3	0.3156	11.4996	0.3556	0.7949	2.0757	0.8047	0.2039	-0.9094	-1.2522	-0.4750	0.5375	0.0586	-1.0438	11.7214	11.5856	11.5214	11.4024	11.3658	11.4488	11.5570	11.5058	11.3881
G157	3	0.5647	11.2194	1.6049	0.9783	1.5883	1.2841	1.1784	-1.3624	-0.5816	-0.2886	-0.4923	-0.5204	-0.8054	12.0832	11.9178	11.8603	10.4783	10.9030	11.0624	10.9516	10.9363	10.7813
G158	3	0.4361	12.2738	0.5409	0.7978	0.8562	1.0844	1.7154	0.3631	-0.7335	-1.5671	-0.4451	-0.7196	-0.5539	12.4149	12.4525	12.5565	12.3336	12.1529	12.0156	12.2004	12.1552	12.1825
G159	0	0.4484	11.2113	1.0782	0.8599	-1.5809	-1.4914	-0.6402	0.9276	1.3941	0.2063	0.9770	-0.0443	0.2520	10.6383	10.6708	10.9793	11.5475	11.7166	11.2861	11.5654	11.1952	11.3026
G160	3	0.5643	10.3146	0.7947	0.9558	1.5173	0.9136	1.5068	-0.7277	-0.2973	-0.6402	-0.3938	-0.3717	-1.5072	10.7133	10.5547	10.7105	10.1234	10.2365	10.1464	10.2111	10.2169	9.9186
G161	3	0.5207	13.0311	1.1987	0.9582	1.5249	1.2941	1.1591	-1.5430	-0.5985	-0.4179	-0.4916	-0.2747	-0.6524	13.6269	13.5367	13.4840	12.4282	12.7973	12.8678	12.8391	12.9238	12.7762
G162	3	0.5996	11.1183	0.9737	0.9752	1.3855	1.2677	1.5530	-0.4205	-0.7004	-0.8131	-0.7039	-0.7228	-0.8455	11.6807	11.6329	11.7487	10.9476	10.8339	10.7882	10.8325	10.8249	10.7750
G163	3	0.5879	11.7043	0.8360	0.9903	1.6563	1.1453	1.3216	-1.1060	-0.7025	-0.4813	-0.3402	-0.6486	-0.8446	12.2055	12.0509	12.1042	11.3696	11.4917	11.5586	11.6013	11.5080	11.4487
G164	3	0.4667	12.6878	0.4919	0.9156	1.4522	1.2497	0.9990	-1.6587	-0.2210	-0.2778	-0.1158	-0.2546	-1.1730	12.9174	12.8854	12.8457	12.4255	12.6528	12.6438	12.6695	12.6475	12.5023
G165	3	0.5671	11.5266	0.4292	0.9386	1.4327	1.0873	1.5184	0.0035	-0.7179	-0.9446	-0.8194	-0.4938	-1.0661	11.7645	11.7072	11.7788	11.5272	11.4074	11.3697	11.3905	11.4446	11.3496
G166	3	0.5630	10.5630	0.8063	0.9774	1.3825	1.4888	1.2787	-1.1767	-0.8504	-0.4945	-0.5335	-0.5281	-0.5668	10.9812	11.0133	10.9498	10.2070	10.3057	10.4134	10.4016	10.4032	10.3915
G167	2	-0.2183	11.5585	0.7038	0.8276	1.5854	0.9786	0.4674	-2.1360	-0.6403	-0.2051	0.0313	0.3411	-0.4224	11.8583	11.7436	11.6469	11.1545	11.4374	11.5197	11.5644	11.6230	11.4786
G168	2	0.2302	11.4582	0.6934	0.8597	0.2101	-0.2610	-0.3895	-2.1928	-0.1670	-0.2977	1.5028	0.4232	1.1719	11.4976	11.4092	11.3851	11.0468	11.4269	11.4023	11.7402	11.5376	11.6781
G169	3	0.5698	9.9328	1.0178	0.9721	1.6899	1.4089	0.9380	-1.1094	-0.5416	-0.1005	-0.7076	-0.7918	-0.7859	10.5472	10.4451	10.2739	9.5294	9.7359	9.8963	9.6756	9.6450	9.6471
G170	2	0.1580	8.9326	0.4860	0.5219	0.0610	0.7073	-0.2478	-0.6591	-0.3999	-1.8785	0.3103	0.0542	2.0524	8.9402	9.0201	8.9020	8.8511	8.8832	8.7004	8.9710	8.9393	9.1864
G171	3	0.3202	12.6079	1.2888	0.8281	1.5396	1.0674	0.8838	-1.6276	-0.2296	-1.3372	0.2136	-0.1077	-0.4023	13.2345	13.0423	12.9676	11.9456	12.5145	12.0638	12.6948	12.5641	12.4442
G172	3	0.4924	11.6247	0.9721	0.9385	1.4318	1.1655	1.2432	-1.5788	-0.4766	-0.4767	-0.3227	0.0117	-0.9973	12.0870	12.0010	12.0261	11.1149	11.4708	11.4707	11.5205	11.6284	11.3026
G173	0	0.4464	14.3599	1.0313	0.8321	-2.0991	-0.5657	-0.8138	0.5737	0.5396	0.6063	1.6024	-0.0695	0.2261	13.7750	14.2023	14.1331	14.5197	14.5102	14.5288	14.8063	14.3405	14.4229
G174	0	0.4915	13.5267	2.1784	0.9185	-1.3479	-1.3111	-1.3586	1.2838	0.9456	0.8753	0.3826	0.1587	0.3717	12.4155	12.4459	12.4067	14.5851	14.3063	14.2483	13.8421	13.6575	13.8331
G175	2	-0.1105	12.5351	0.3668	0.2156	0.3538	-0.3529	1.4748	0.0587	-1.5295	-0.0288	1.6202	-1.2058	-0.3906	12.5763	12.4940	12.7068	12.5419	12.3569	12.5317	12.7238	12.3946	12.4896
G176	3	0.5849	13.0386	0.8097	0.9865	1.7886	1.1821	1.0736	-1.0420	-0.7259	-0.3088	-0.3479	-0.5751	-1.0446	13.5498	13.3764	13.3454	12.7408	12.8311	12.9504	12.9392	12.8743	12.7401
G177	2	-0.1317	6.8003	0.5869	0.5388	1.7196	0.8007	-0.1372	-1.6236	0.8084	-1.1478	-0.7127	-0.1894	0.4819	7.1022	6.9408	6.7762	6.5152	6.9422	6.5988	6.6752	6.7670	6.8849
G178	3	0.4899	13.6492	1.6780	0.9219	1.7747	1.2700	0.8871	-0.8721	-0.3151	-1.3563	-0.2764	-0.3877	-0.7243	14.6003	14.3298	14.1246	13.1818	13.4803	12.9223	13.5011	13.4414	13.2610
G179	0	0.5377	11.0197	1.0567	0.9318	-1.4392	-1.2959	-1.1592	0.0623	0.9691	0.0606	1.3624	0.5386	0.9015	10.4768	10.5309	10.5824	11.0432	11.3852	11.0425	11.5336	11.2229	11.3597
G180	3	0.3766	5.9539	2.2677	0.8748	1.5264	1.0366	0.9827	-1.8506	-0.5006	-0.4616	0.3291	-0.3447	-0.7171	6.9789	6.6500	6.6138	4.7112	5.6178	5.6439	6.1749	5.7224	5.4724
G181	3	0.5020	9.8653	0.7610	0.9443	1.2853	1.5618	1.1871	-1.0687	-1.1970	-0.7102	-0.1905	-0.3725	-0.4953	10.2198	10.2961	10.1928	9.5705	9.5351	9.6694	9.8127	9.7625	9.7287
G182	3	0.4527	9.9816	1.0582	0.9149	1.4456	1.5370	0.8607	-1.6845	-0.4364	-0.4163	-0.3217	-0.5858	-0.3986	10.4564	10.4865	10.2643	9.4283	9.8382	9.8449	9.8759	9.7892	9.8507
G183	3	0.3559	11.3639	0.5832	0.8545	1.0640	1.1394	1.2987	-1.7829	-0.9977	-0.0657	0.3918	-0.4912	-0.5563	11.5653	11.5795	11.6097	11.0264	11.1750	11.3514	11.4380	11.2709	11.2586
G184	3	0.5677	11.0101	0.7805	0.9527	1.5460	1.1134	1.4209	-0.1687	-1.1805	-0.6144	-0.5327	-0.8740	-0.7100	11.4527	11.3288	11.4169	10.9618	10.6722	10.8342	10.8576	10.7599	10.8069
G185	3	0.6028	9.0859	1.0739	0.9757	1.2822	1.4576	1.4524	-0.5969	-0.4405	-0.6506	-0.6595	-0.8445	-1.0002	9.6461	9.7228	9.7205	8.8251	8.8934	8.8016	8.7977	8.7169	8.6489
G186	3	0.3748	12.7237	0.6314	0.8731	1.4836	0.9964	1.0301	-1.8798	-0.5315	-0.3670	0.2902	-0.2046	-0.8174	13.0023	12.9108	12.9171	12.3708	12.6240	12.6548	12.7782	12.6853	12.5703
G187	0	0.2556	11.6296	0.3872	0.6844	-0.7856	-0.9580	-1.0688	-0.6210	-0.2100	-0.3499	1.3432	1.8020	0.8481	11.5236	11.5004	11.4854	11.5458	11.6012	11.5824	11.8107	11.8726	11.7439
G188	3	0.5716	12.5430	0.9904	0.9780	1.5128	1.1972	1.2830	-1.1236	-0.8400	-0.1959	-0.4163	-0.2351	-1.1820	13.0990	12.9830	13.0145	12.1300	12.2343	12.4710	12.3900	12.4566	12.1086
G189	3	0.5622	7.3150	2.2051	0.9751	1.6906	1.0319	1.2879	-1.1642	-0.9000	-0.0466	-0.4535	-0.7281	-0.7180	8.6209	8.1121	8.3098	6.4158	6.6199	7.2790	6.9648	6.7527	6.7604
G190	0	0.5394	9.7216	2.0338	0.9392	-1.2252	-1.4892	-1.1511	0.1432	0.4734	0.0279	1.1747	0.6791	1.3673	8.8492	8.6613	8.9020	9.8236	10.0587	9.7415	10.5580	10.2051	10.6952
G191	3	0.5352	14.2371	1.5379	0.9563	1.6799	1.3893	0.9871	-0.9567	-0.4469	-1.1038	-0.3472	-0.3805	-0.8213	15.1652	15.0046	14.7824	13.7086	13.9902	13.6273	14.0453	14.0269	13.7834
G192	3	0.6121	10.1962	1.3223	0.9929	1.4422	1.4379	1.3429	-0.8232	-0.6467	-0.5192	-0.7790	-0.6318	-0.8231	11.0380	11.0355	10.9801	9.7157	9.8187	9.8931	9.7414	9.8274	9.7157
G193	3	0.3431	9.8687	0.3507	0.7554	1.6156	0.8026	0.8740	-0.0555	-1.5403	-1.1926	-1.0050	0.4063	0.0948	10.0482	9.9579	9.9658	9.8625	9.6975	9.7362	9.7570	9.9138	9.8792
G194	3	0.4651	11.2295	0.3890	0.8844	0.8894	1.5969	1.1945	-1.3759	-0.3626	0.3263	-0.2509	-1.0448	-0.9729	11.3458	11.4384	11.3857	11.0494	11.1820	11.2722	11.1966	11.0928	11.1022
G195	3	0.4723	11.2594	1.1364	0.9313	1.4011	1.3178	1.1875	-1.5900	-0.5784	-0.6853	-0.5243	0.0035	-0.5320	11.7917	11.7601	11.7106	10.6554	11.0397	10.9991	11.0603	11.2608	11.0573
G196	3	0.2409	11.3826	0.3730	0.7270	1.6229	0.4090	0.6249	-1.4160	-1.2667	0.3314	0.0644	0.8192	-1.1891	11.5818	11.4328	11.4593	11.2088	11.2272	11.4233	11.3905	11.4832	11.2367
G197	1	-0.0215	11.3073	0.2661	0.3350	1.1648	-0.0499	-0.2293	1.6282	-1.3459	-0.0765	-1.2582	0.9561	-0.7892	11.4115	11.3028	11.2868	11.4530	11.1869	11.3005	11.1947	11.3929	11.2367
G198	1	0.0996	7.9967	0.6363	0.7181	0.2982	0.9020	0.0390	1.7624	-0.2302	-0.1011	-1.1852	-1.8424	0.3574	8.0494	8.1560	8.0036	8.3078	7.9561	7.9789	7.7875	7.6715	8.0598
G199	3	0.5394	9.4805	0.8107	0.9650	1.5317	1.4428	1.1203	-1.2931	-0.6586	-0.5267	-0.4388	-0.7439	-0.4337	9.9200	9.8945	9.8019	9.1094	9.2915	9.3293	9.3545	9.2670	9.3560
G200	2	0.2445	11.1177	0.4327	0.9025	0.6416	0.0104	-0.1368	-2.6560	0.1664	-0.0997	0.8417	0.5462	0.6861	11.1971	11.1190	11.1008	10.7891	11.1383	11.1053	11.2218	11.1852	11.2026
G201	0	0.5216	9.4578	1.0682	0.9392	-1.5104	-0.8494	-1.6880	1.0685	0.7029	0.8082	0.2481	0.7724	0.4478	8.8725	9.1287	8.8037	9.8719	9.7302	9.7710	9.5540	9.7571	9.6314
G202	0	0.1916	11.7589	0.3099	0.5551	-0.2270	-1.2849	-0.6892	-0.4027	0.5325	-1.1221	1.9774	0.1242	1.0918	11.7373	11.6368	11.6934	11.7206	11.8095	11.6523	11.9467	11.7707	11.8626
G203	3	0.5038	7.3671	0.9360	0.9382	1.5960	1.2413	1.0563	-0.9993	-1.2542	-0.1232	0.0024	-0.9256	-0.5937	7.8912	7.7748	7.7140	7.0390	6.9553	7.3267	7.3679	7.0632	7.1722
G204	3	0.5773	10.4418	0.7609	0.9792	1.3853	1.5028	1.2911	-1.0460	-0.5334	-0.7384	-0.7183	-0.3945	-0.7485	10.8554	10.8904	10.8273	10.1296	10.2826	10.2214	10.2274	10.3240	10.2184
G205	2	-0.0283	8.1592	1.1862	0.7340	0.7771	0.0239	1.2382	-2.5315	0.3366	-0.1395	-0.2184	0.5230	-0.0094	8.4038	8.1667	8.5489	7.3626	8.2651	8.1153	8.0905	8.3238	8.1563
G206	3	0.5407	11.7008	1.5935	0.9705	1.5997	1.2927	1.1393	-1.3922	-0.7572	-0.4710	-0.3319	-0.3882	-0.6911	12.5527	12.3893	12.3076	10.9593	11.2975	11.4499	11.5240	11.4940	11.3327
G207	3	0.5050	13.8203	0.5737	0.9103	1.9387	0.6651	1.1418	-0.2363	-0.9823	-0.8910	-0.6646	0.1339	-1.1052	14.1857	13.9457	14.0355	13.7758	13.6352	13.6524	13.6951	13.8456	13.6120
G208	0	0.5779	14.2928	1.0235	0.9712	-1.4607	-1.3797	-1.1241	0.7074	0.4865	0.0564	0.6185	0.6120	1.4839	13.7852	13.8133	13.9021	14.5387	14.4619	14.3124	14.5078	14.5055	14.8086
G209	3	0.2514	6.1715	1.3924	0.7113	1.1926	1.5027	0.0632	-1.7762	0.2282	-0.1084	-0.0409	0.3448	-1.4059	6.6779	6.8096	6.1983	5.4172	6.2684	6.1254	6.1541	6.3179	5.5745
G210	2	0.1647	6.7891	3.7177	0.8474	0.2014	0.5028	0.4406	-2.7941	0.3011	0.1072	0.6385	0.3859	0.2166	7.0072	7.3337	7.2663	3.7629	7.1152	6.9052	7.4806	7.2071	7.0237
G211	3	0.5850	8.9026	1.6627	0.9726	1.3826	1.4060	1.3409	-0.6050	-0.9977	-0.3478	-1.0527	-0.3527	-0.7736	9.8376	9.8535	9.8095	8.4935	8.2279	8.6675	8.1908	8.6641	8.3795
G212	3	0.5727	5.4573	4.2732	0.9510	1.3075	1.5529	1.2411	-0.5838	-0.4412	-0.4319	-1.3106	-0.5982	-0.7358	7.4085	7.7748	7.3094	4.5861	4.7990	4.8128	3.5016	4.5646	4.3593
G213	3	0.5914	10.3910	0.8106	0.9705	1.1871	1.3822	1.5946	-0.6342	-0.4621	-0.7256	-0.5078	-0.7511	-1.0831	10.7504	10.8095	10.8738	10.1990	10.2511	10.1714	10.2373	10.1636	10.0631
G214	3	0.5066	11.4702	0.5519	0.9500	1.4350	1.5868	0.9709	-1.3840	-0.9123	-0.3922	-0.3544	-0.4412	-0.5085	11.7368	11.7650	11.6506	11.2131	11.3007	11.3973	11.4044	11.3882	11.3757
G215	3	0.4142	7.0636	2.0361	0.8084	1.2104	1.3132	1.1415	-0.4900	0.2574	-1.6920	-0.2915	-1.0437	-0.4052	7.8836	7.9533	7.8369	6.7316	7.2380	5.9172	6.8660	6.3564	6.7890
G216	3	0.2337	10.7905	0.1218	0.6750	0.6326	1.1503	0.7766	-1.2756	-0.7259	0.1742	0.9444	0.2084	-1.8851	10.8159	10.8367	10.8217	10.7393	10.7614	10.7975	10.8284	10.7989	10.7148
G217	3	0.4502	9.2253	0.4859	0.8514	1.4999	1.1900	0.6387	-0.4452	-1.3234	0.5561	-0.3331	-0.1962	-1.5868	9.4614	9.4126	9.3259	9.1552	9.0170	9.3129	9.1729	9.1944	8.9755
G218	3	0.4798	11.2945	1.3825	0.9265	1.6673	1.1458	0.8813	-1.5925	-0.5169	-0.0541	-0.2639	-0.1582	-1.1089	12.0016	11.7804	11.6683	10.6191	11.0753	11.2715	11.1826	11.2274	10.8242
G219	3	0.3848	12.3647	0.3619	0.8639	1.5902	0.9322	0.8249	-1.6135	-1.0484	0.3014	-0.0416	0.1104	-1.0557	12.5443	12.4700	12.4579	12.1824	12.2463	12.3987	12.3600	12.3772	12.2455
G220	3	0.6002	6.8995	4.4852	0.9787	1.3300	1.4922	1.3769	-0.7104	-0.6468	-0.3876	-0.7605	-0.9533	-0.7406	9.3387	9.6363	9.4247	5.5966	5.7132	6.1887	5.5047	5.1511	5.5412
G221	3	0.4536	4.7435	5.1478	0.8707	2.4070	0.1343	0.9582	-0.6875	-0.7272	-0.3301	-0.8815	-0.4089	-0.4644	8.5115	4.9538	6.2434	3.6673	3.6051	4.2267	3.3636	4.1034	4.0165
G222	0	0.2614	8.5176	0.2907	0.6510	-1.2568	0.1529	-1.5413	-1.2317	1.0405	0.5775	1.1588	0.2854	0.8148	8.3823	8.5340	8.3517	8.3850	8.6296	8.5798	8.6423	8.5483	8.6053
G223	3	0.2726	7.3196	0.6722	0.6400	-0.1003	1.4820	1.3064	-0.4566	0.2407	0.4192	-1.3412	0.1317	-1.6818	7.2983	7.6345	7.5971	7.2225	7.3707	7.4086	7.0346	7.3475	6.9622
G224	3	0.2885	13.0915	0.8201	0.8028	1.3643	1.2081	0.6057	-2.0917	-0.7065	0.2921	-0.3499	0.1378	-0.4598	13.4152	13.3782	13.2352	12.5951	12.9238	13.1608	13.0084	13.1242	12.9824
G225	2	0.2612	14.0984	0.3856	0.8433	0.5113	-0.7605	0.1140	-2.2197	-0.5085	0.2091	0.9435	1.3865	0.3242	14.1531	14.0171	14.1106	13.8610	14.0440	14.1207	14.1993	14.2466	14.1330
G226	3	0.3337	6.7161	1.0090	0.6805	0.3633	1.6467	0.9718	-0.1654	-1.5184	0.4046	-1.6210	0.1648	-0.2464	6.8283	7.2246	7.0162	6.6651	6.2473	6.8411	6.2156	6.7670	6.6400
G227	0	0.3868	13.2850	1.0287	0.8354	-1.6254	-1.0942	-0.9160	1.4633	1.2379	0.7613	-0.0893	0.0165	0.2459	12.7437	12.9206	12.9799	13.7724	13.6973	13.5386	13.2553	13.2905	13.3669
G228	3	0.5037	10.6428	1.0188	0.9264	1.3045	0.8551	1.6561	-0.7603	-1.0460	-0.6598	-0.2940	0.2047	-1.2604	11.0985	10.9415	11.2213	10.3772	10.2774	10.4123	10.5401	10.7143	10.2025
G229	3	0.2876	9.1626	0.4261	0.7464	0.9213	0.9945	1.2187	-0.5248	-2.2410	-0.4047	0.2295	0.1720	-0.3655	9.2760	9.2851	9.3127	9.0979	8.8866	9.1127	9.1908	9.1838	9.1176
